Diameter,Intensity,Y,Species
12,0.260464,0,PB
52,0.263316,0,RP
32,0.263781,1,A
32,0.263781,1,A
9,0.265896,1,BF
28,0.265896,1,JP
10,0.266083,1,BS
21,0.266083,0,JP
9,0.266083,0,PB
10.5,0.26803,0,BS
28,0.26803,1,JP
27,0.26803,1,JP
23,0.26803,1,JP
24,0.26803,1,JP
7,0.268259,1,BF
5,0.268259,0,BS
7,0.268259,0,BS
8,0.268259,0,BS
8,0.268259,0,BS
6,0.268259,0,BS
8,0.268259,0,BS
18,0.268259,1,JP
13,0.268259,0,PB
21,0.268259,1,PB
23,0.268259,0,PB
6,0.269299,1,BF
8,0.269299,0,BF
8,0.269299,0,BF
6,0.269299,0,BF
7,0.269299,0,BF
8,0.269299,0,BF
5,0.269299,0,PB
26,0.271089,1,A
29,0.271089,1,A
22.5,0.271089,1,A
21,0.271089,1,A
25,0.273138,1,A
20,0.273138,1,A
16,0.273138,1,A
10,0.273138,0,JP
26,0.273138,1,JP
11,0.273138,0,PB
20,0.273593,0,BF
22,0.273593,1,BS
25.5,0.273593,0,PB
9,0.273593,0,PB
17,0.274002,1,A
16,0.274002,0,A
20,0.274002,1,A
17,0.274002,0,A
17,0.274002,0,A
21,0.274002,0,A
11,0.274002,1,BS
15,0.274002,1,BS
20,0.274002,1,JP
7,0.274106,0,BF
8,0.274106,0,BF
6,0.274106,0,BF
7,0.274106,0,BF
6,0.274106,0,BF
14,0.274106,1,BF
10,0.274106,0,BF
10,0.274106,0,BF
7,0.274106,0,PB
32,0.275455,0,A
12,0.275455,0,BF
23,0.275455,0,BS
16,0.275455,1,BS
37,0.275455,0,JP
12,0.275455,0,RM
11,0.275455,0,RM
22,0.276947,1,PB
6,0.279653,0,BF
25,0.279653,1,BS
8,0.279653,0,PB
31,0.279653,0,PB
16,0.279653,0,PB
11,0.279984,0,BS
7,0.279984,0,C
5,0.279984,0,C
5,0.279984,0,C
5,0.279984,0,C
5,0.279984,0,C
24,0.279984,0,C
9,0.281498,0,BF
5,0.281498,0,BF
5,0.281498,0,BF
5,0.281498,0,BS
11,0.281793,1,BF
15,0.281793,1,BS
40,0.281793,0,C
15,0.282007,0,C
12,0.282007,0,C
11,0.282007,1,C
8,0.282007,1,C
10,0.282007,0,C
16,0.282007,0,C
26,0.282007,1,JP
10,0.282255,0,BS
6,0.283471,0,BF
5,0.283471,0,BF
7,0.283471,0,BF
6,0.283471,0,BF
6,0.283471,0,BF
5,0.283471,0,BF
8,0.283471,0,BF
7,0.283471,0,BF
8,0.283471,0,BF
6,0.283471,0,BF
6,0.283471,0,PB
14,0.284814,1,BF
21,0.284814,1,BS
11,0.284814,0,PB
32,0.284814,0,PB
17,0.28577,1,BS
12,0.28577,0,BS
19,0.28577,1,BS
11,0.286221,0,BS
11,0.286221,1,BS
7,0.286221,0,C
9,0.286221,0,C
6,0.286221,0,C
7,0.286221,0,C
5,0.286221,0,C
8,0.286221,0,C
11,0.286221,0,C
6,0.286221,0,C
6,0.286221,0,C
12,0.286221,0,C
11,0.286221,0,C
10,0.286221,0,C
10,0.286221,0,C
22.5,0.286992,1,C
25,0.286992,0,C
40,0.286992,1,RP
20,0.287872,0,A
9,0.287872,1,BS
14,0.287872,1,BS
26,0.287872,0,C
24.5,0.287872,0,C
33,0.287872,1,JP
42,0.287872,0,JP
31,0.289339,1,A
13,0.289339,1,A
20,0.289339,1,A
13,0.289339,1,BS
17,0.289339,1,BS
8,0.289339,1,PB
30,0.290151,1,A
8,0.290151,0,BF
6,0.290151,0,BF
7,0.290151,0,C
7,0.290151,1,C
6,0.290151,1,C
8,0.290557,0,BF
7,0.290557,0,BS
7,0.290557,0,BS
26,0.290557,1,JP
7,0.290557,0,RM
18,0.291864,1,A
14,0.291864,1,A
19,0.291864,1,A
17,0.291864,1,A
25,0.291864,1,JP
20,0.291864,1,JP
20,0.291864,1,JP
12,0.291864,1,PB
10,0.291864,0,PB
19,0.292881,1,BS
27,0.293629,0,A
31,0.293629,0,A
12,0.293629,0,BF
10,0.293629,0,RM
10,0.294195,1,BF
8,0.294195,0,BS
10,0.294195,1,BS
11,0.294195,0,C
21,0.294195,1,JP
13,0.294195,0,JP
15,0.294195,0,JP
23,0.294195,1,JP
20,0.294195,0,JP
20,0.294195,0,JP
15,0.294195,1,JP
19,0.294195,0,JP
13,0.294591,1,BS
39,0.294591,1,JP
8,0.295153,0,BS
10,0.295153,0,PB
18,0.295381,0,C
8,0.295381,1,C
34,0.295381,1,JP
33,0.295381,1,JP
12,0.296207,0,BA
16,0.296207,1,BS
15,0.297593,1,JP
10,0.297593,1,JP
27,0.297593,0,JP
18,0.300321,0,A
30,0.300321,0,A
12,0.300321,0,BF
7,0.300321,0,BF
7,0.300321,0,BF
10,0.300321,0,BF
12,0.300321,0,PB
6,0.300321,0,PB
10,0.300346,0,BS
21,0.300346,1,BS
31,0.302269,0,BS
36,0.302269,1,RP
20,0.302269,1,RP
8,0.303317,0,BF
7,0.303317,1,BF
5,0.303317,0,BF
12,0.303317,0,C
15,0.303317,0,C
31,0.303317,0,C
10,0.303317,0,C
6,0.30554,0,BF
11,0.30554,1,BS
20.5,0.30554,0,C
17,0.30554,0,C
22,0.30554,0,C
14,0.30554,0,C
31,0.30554,1,JP
7,0.305741,1,BF
13,0.305741,1,BF
24,0.305741,1,JP
8,0.306005,0,BF
20,0.306005,0,C
16,0.30686,0,BS
28,0.30686,1,BS
25,0.307181,1,A
9,0.307181,1,A
21,0.307181,1,BF
8,0.307181,1,BF
6,0.307181,0,PB
18,0.307181,1,RM
15,0.307181,0,RM
9,0.307181,0,RM
18,0.307181,0,RM
8,0.308675,0,BF
8,0.308675,0,BF
22,0.308675,0,BS
16,0.309179,0,BF
19,0.309179,1,BS
11,0.309538,0,A
7,0.309538,0,A
9,0.309538,0,A
13,0.309538,0,A
14,0.309538,0,A
33,0.309538,1,BS
13,0.309538,0,BS
8,0.309538,0,PB
14,0.309538,0,RM
9,0.310713,0,BF
14,0.310713,1,BF
25,0.310713,1,BS
26,0.312282,1,C
25,0.312282,1,C
29,0.312282,0,JP
6,0.313393,0,BF
6,0.313393,0,BS
9,0.313393,0,BS
9,0.313393,0,BS
9,0.313393,0,BS
14,0.313393,1,BS
5,0.313393,0,BS
6,0.313393,0,BS
7,0.313393,0,C
6,0.313393,0,C
7,0.313393,0,C
7,0.313393,0,C
7,0.313393,0,C
18,0.313393,1,JP
7,0.313393,0,PB
22,0.313403,1,BS
9,0.313963,0,BF
28,0.313963,0,C
29,0.313963,1,C
20,0.313963,0,C
22,0.313963,0,C
22,0.313963,0,C
14,0.313963,0,C
16,0.313963,0,C
42,0.313963,0,C
17,0.314097,0,BS
25,0.314097,0,C
28,0.314097,0,C
23,0.314097,0,C
24,0.314097,0,C
17,0.314097,0,C
18,0.314097,1,JP
20,0.315073,0,BS
6,0.315073,0,PB
24,0.315073,0,RM
11,0.315073,0,RM
16,0.315073,0,RM
17,0.315339,0,PB
23,0.315339,0,PB
14,0.316343,0,BS
17,0.316343,1,BS
12,0.316343,1,BS
14,0.316343,1,BS
10,0.316343,1,BS
7,0.316343,1,BS
12,0.316343,1,BS
12,0.316343,1,BS
8,0.316343,1,BS
14,0.316343,0,BS
7.5,0.320563,1,BF
9.5,0.320563,1,BF
13,0.321258,0,BF
13,0.321258,1,BF
13,0.321258,0,BF
10,0.321258,0,BF
13,0.321258,0,BS
15,0.321258,0,BS
16,0.321258,1,BS
29,0.321258,1,JP
10,0.321258,0,PB
17,0.323477,1,A
19,0.323477,1,A
21,0.323477,1,A
25,0.323477,1,A
14,0.323477,1,A
10,0.323477,1,BF
9,0.323477,1,BF
18,0.323477,1,JP
14,0.327542,0,BF
15,0.327542,1,BF
9,0.327542,0,BS
13,0.327542,0,BS
21,0.327542,1,BS
10,0.327542,0,BS
16,0.327542,1,BS
24,0.327869,1,BS
5,0.327869,0,BS
9,0.327869,0,BS
8,0.327869,0,BS
7,0.327869,0,BS
21,0.327869,0,JP
22,0.329412,0,A
16,0.329412,0,A
7,0.329412,0,PB
7,0.329682,1,BF
32,0.329682,1,BS
14,0.330004,0,RM
10,0.330004,0,RM
14,0.330004,0,RM
29,0.330004,0,RM
6,0.330004,0,RM
18,0.3301,0,RM
24,0.3301,0,RM
26,0.330477,1,JP
20,0.330477,1,JP
10,0.330477,0,PB
12,0.330477,0,PB
12,0.330477,0,PB
9,0.330477,0,PB
19,0.330644,1,A
16,0.330644,1,BF
15,0.330644,1,BF
23,0.330644,0,C
14,0.330644,0,C
10,0.330644,0,C
5,0.330644,0,C
5,0.330644,0,PB
15,0.332474,0,A
7,0.332474,0,A
10,0.332474,0,A
13,0.332474,0,A
11,0.332474,0,A
8,0.332474,0,A
15,0.332474,1,BF
27,0.332917,1,BS
10,0.332917,0,C
35,0.333407,1,A
9,0.333407,1,BF
7,0.333407,0,BF
8,0.333407,1,BF
5,0.333407,0,BF
16,0.333407,0,C
16,0.333922,1,A
32,0.333922,1,BS
8,0.333922,0,PB
7,0.333922,0,RM
23,0.334151,1,BF
37.5,0.334151,1,JP
25.5,0.334151,1,JP
5,0.335679,0,BF
18,0.335679,0,C
41,0.335679,0,C
30,0.335679,1,JP
25,0.335679,1,JP
8,0.336481,0,BF
9,0.336481,1,BF
11,0.336481,0,BF
13,0.336481,1,BF
10,0.336481,0,BS
12,0.336481,1,BS
23,0.336481,1,JP
18,0.336481,1,JP
35,0.336481,1,JP
5,0.338376,0,A
7,0.338376,0,BF
7,0.338376,0,BF
6,0.338376,0,BF
5,0.338376,0,BF
6,0.338376,0,BF
6,0.338376,0,BF
7,0.338376,0,BF
5,0.338376,0,BF
5,0.338376,0,BF
9,0.338376,0,BF
5,0.338376,1,BF
10,0.338376,1,BF
6,0.338376,0,BF
6,0.338376,0,PB
6,0.341799,0,BF
7,0.341799,0,BF
18,0.341799,0,BS
13,0.341799,0,BS
21,0.341799,1,BS
18,0.341799,0,BS
11,0.342239,1,BS
13,0.342239,0,PB
25,0.342915,1,A
15,0.342915,1,A
30,0.342915,1,A
28,0.342915,1,A
30,0.342915,0,A
24,0.342915,1,A
15,0.342915,1,A
13,0.342915,1,BF
5,0.344517,0,BF
6,0.344517,0,BF
13,0.344517,0,BS
17,0.344517,0,JP
22,0.345472,0,JP
30,0.345472,1,JP
16,0.345472,0,JP
16,0.345472,0,JP
21,0.345472,0,JP
14,0.345472,0,JP
18,0.345472,0,JP
10,0.346258,1,PB
13,0.346258,1,PB
27,0.34667,1,JP
22,0.34667,1,JP
32.5,0.34667,1,JP
8,0.347461,1,BS
11,0.347461,1,BS
14,0.347461,1,BS
15,0.351904,0,BS
12,0.351904,0,PB
10,0.351904,0,RM
12,0.351904,0,RM
11,0.351904,0,RM
6,0.35246,0,BF
6,0.35246,0,BF
5,0.35246,0,BF
8,0.35246,0,RM
32,0.354582,1,A
6,0.354582,0,BF
5,0.354582,0,BF
22,0.354582,0,C
14,0.354582,0,C
18,0.354582,0,C
17,0.354582,0,C
38,0.354582,0,C
12,0.354582,0,C
18,0.356787,1,BF
10,0.356787,0,BF
8,0.356787,0,BF
7,0.356787,0,BF
7,0.356787,0,PB
49.5,0.356803,1,RP
28,0.356974,1,A
10,0.356974,1,BS
31,0.35738,1,A
23,0.35738,1,A
29,0.35738,1,A
5,0.35738,0,BF
5,0.35738,0,BF
17,0.358291,0,BS
6,0.358291,0,PB
8,0.358713,0,BF
12,0.358713,0,C
14,0.358713,0,C
15,0.358713,0,C
12,0.358713,0,C
17,0.358713,0,C
15,0.358713,0,C
15,0.359444,1,BF
27,0.359444,1,BS
18,0.359444,0,BS
14,0.359444,1,BS
12,0.359444,0,PB
10,0.359694,0,BS
14,0.359694,0,PB
19,0.359694,0,PB
13,0.359694,0,PB
31,0.360357,1,JP
22,0.360357,1,JP
10,0.360357,0,PB
12,0.36057,0,BF
13,0.36057,0,BF
30,0.36057,1,BS
5,0.36057,0,RM
29,0.362757,1,JP
25,0.362757,1,JP
14,0.362757,0,PB
13,0.36291,1,A
18,0.36291,0,A
12,0.36291,0,A
9,0.36291,0,A
12,0.36291,0,A
11,0.36291,0,A
10,0.36291,0,A
8,0.36291,0,BF
24,0.363574,1,A
8,0.363574,0,BF
7,0.363574,0,BF
10,0.364261,1,BF
5,0.364261,0,BF
7,0.364261,1,BF
29,0.364536,1,JP
14,0.364536,1,JP
10,0.366172,0,BF
7,0.366172,0,BF
7,0.366172,0,BF
6,0.366172,0,BF
5,0.366172,0,BF
6,0.366172,0,BF
7,0.366172,0,BF
13,0.367316,1,A
13,0.367316,1,BF
7,0.367316,0,BS
25,0.367316,1,JP
16,0.367316,1,JP
9,0.367316,0,PB
17,0.36735,1,BF
15,0.36735,1,BS
19,0.36735,1,BS
27,0.36735,1,JP
20,0.36735,0,PB
12,0.367463,1,BF
15,0.367463,0,BS
8,0.367463,1,BS
33,0.37008,1,A
13,0.375813,1,BF
13,0.375813,1,BS
13,0.375813,0,BS
15,0.375813,1,BS
8,0.375813,1,BS
8,0.375813,1,BS
8,0.375813,1,BS
26,0.375813,1,JP
11,0.376297,1,BF
17,0.376297,1,BS
12,0.376297,0,BS
14,0.376297,1,BS
7,0.376297,1,C
10,0.376297,0,C
20,0.376297,1,JP
31,0.376297,1,JP
9,0.378216,0,BF
19,0.378216,0,BS
19,0.378216,1,BS
33,0.378216,1,JP
14,0.378216,0,PB
12,0.378216,0,PB
6,0.378216,1,PB
7,0.379872,0,BF
7,0.379872,0,BF
5,0.379872,0,BF
7,0.379872,0,BF
7,0.379872,0,BF
5,0.379872,0,BF
5,0.379872,0,BF
5,0.379872,0,BF
7,0.379872,0,BF
7,0.379872,0,BF
5,0.379872,0,BF
7,0.379872,0,BS
8,0.379872,1,BS
14,0.379872,0,BS
6,0.380303,0,BF
10,0.380303,0,PB
18,0.380303,0,PB
21,0.381272,1,RP
11,0.381465,1,BF
15,0.381465,1,BS
35.5,0.381465,1,JP
40,0.381465,1,RP
26,0.381465,1,RP
44,0.381465,1,RP
31.5,0.381465,1,RP
8,0.381702,0,BF
7,0.381702,0,BF
12,0.381702,0,BS
7,0.381702,1,PB
7,0.381702,1,PB
7,0.381702,0,PB
10,0.38226,0,BF
9,0.38226,0,BF
14,0.38226,0,PB
6,0.382829,0,A
32,0.382829,0,A
6,0.382829,0,BF
7,0.382829,0,BF
23,0.382829,0,BS
14,0.38297,0,BS
15,0.38297,0,BS
20,0.38297,0,BS
16,0.38297,0,BS
18,0.38297,1,BS
15,0.38297,0,C
16,0.38297,0,C
23,0.38297,0,C
19,0.38297,0,C
12,0.38297,0,C
34,0.38297,0,JP
39,0.38297,1,JP
20,0.38297,1,JP
15,0.38489,1,BS
19,0.38489,0,PB
19,0.38489,0,PB
11,0.38489,0,PB
29,0.38498,1,BF
21,0.38498,0,PB
15,0.38498,0,PB
11,0.386872,0,A
8,0.386872,0,BF
5,0.386872,0,BF
7,0.386872,0,BF
8,0.386872,0,BF
9,0.386872,0,BF
19,0.387864,1,BS
23,0.387864,1,BS
27,0.387864,0,C
13,0.387864,0,C
20,0.387864,0,C
15,0.387864,0,C
27,0.387864,1,JP
25,0.387864,1,JP
19,0.387864,0,PB
18,0.388031,1,A
22,0.388031,1,A
14,0.388031,1,BS
12,0.388031,1,JP
17,0.388031,1,JP
13,0.391278,1,BF
15,0.391278,1,BF
22,0.391278,1,BS
13,0.391801,1,BF
15,0.391801,1,BF
10,0.391801,1,BF
12,0.391801,1,BF
17,0.391801,1,BF
32,0.391997,1,A
25,0.391997,1,A
14,0.391997,1,BS
11,0.391997,1,BS
13,0.391997,1,BS
12,0.391997,1,BS
18,0.391997,1,JP
30,0.391997,1,JP
11,0.391997,1,PB
14,0.391997,0,PB
35,0.392487,1,A
25,0.392487,1,A
31,0.392487,1,A
14,0.392983,0,BA
8,0.392983,0,BA
7,0.392983,0,BA
14,0.393157,1,C
31,0.393157,0,PB
20,0.393369,0,C
23,0.393369,0,C
31,0.393369,1,JP
30,0.393369,1,JP
7,0.393369,0,PB
15,0.393877,1,A
18,0.393877,1,A
19,0.393877,1,A
19,0.393877,1,A
14,0.393877,1,A
14,0.393877,1,BS
17,0.394674,1,BS
39,0.394674,1,JP
8,0.394898,0,BF
6,0.394898,0,BF
6,0.394898,0,BF
5,0.394898,0,BF
14,0.394898,1,BS
6,0.394898,0,PB
11,0.394898,0,RM
14,0.395517,0,BS
8,0.395517,0,PB
19,0.39603,0,BA
13,0.39603,0,BA
18,0.39603,0,BA
10,0.39603,0,BA
14,0.39603,0,BA
35,0.398671,1,A
14,0.398671,1,A
29,0.398671,1,A
30,0.398671,1,A
13,0.398671,0,BF
18,0.398671,0,PB
21,0.40016,1,A
29,0.40016,1,JP
22.5,0.40016,1,JP
38,0.40016,1,JP
20,0.400349,0,C
17,0.400349,0,C
27,0.400349,0,C
30,0.400349,0,C
20,0.400349,0,PB
23,0.400349,0,PB
10,0.400867,0,A
12,0.400867,0,BF
11,0.400867,0,BF
14,0.400867,0,BF
7,0.400867,0,BF
7,0.400867,0,BS
33,0.40213,1,A
54,0.40213,1,A
5,0.402528,0,BF
7,0.402528,0,BF
7,0.402528,0,BF
6,0.402528,0,BF
12,0.402528,0,BS
6,0.402528,0,BS
6,0.402528,0,BS
28,0.403794,0,A
26,0.403794,0,A
7,0.403794,1,BF
10,0.403794,1,BS
15,0.403794,1,BS
8,0.404768,0,BF
25,0.404768,1,PB
7,0.404833,0,BF
15,0.404833,1,BS
5,0.404833,0,BS
7,0.404833,0,BS
8,0.404833,0,BS
8,0.404833,0,BS
7,0.404833,0,BS
15,0.404933,0,A
11,0.404933,0,BF
12,0.404933,0,PB
10,0.404933,0,PB
10,0.404933,0,PB
8,0.404933,0,PB
5,0.404933,1,PB
14.5,0.405713,1,BS
13,0.405713,0,C
10.5,0.405713,0,PB
9.5,0.405713,0,PB
30,0.405954,1,A
24,0.405954,1,A
28,0.405954,1,BS
16,0.405954,1,BS
21,0.405954,0,C
8,0.406581,1,BF
9,0.406581,0,BS
30,0.406581,0,JP
28,0.406581,0,JP
9,0.406581,0,PB
5,0.406581,0,RM
12,0.406613,1,BF
8,0.406613,0,BF
21,0.406613,1,BS
15,0.406613,1,BS
16,0.406781,1,A
15,0.406781,1,BF
6,0.406781,1,BF
10,0.406781,1,BF
8,0.406781,1,BF
10,0.406781,1,BF
26,0.408082,1,A
24,0.408082,1,A
22,0.408082,1,A
26,0.408082,1,A
24,0.408765,1,JP
23.5,0.408765,1,JP
17,0.408765,0,PB
14.5,0.408765,0,PB
21,0.409336,1,BS
10,0.409336,1,BS
14,0.409336,1,BS
15,0.409336,1,BS
15,0.409336,0,C
14.5,0.409336,0,C
39.5,0.409336,1,RP
34.5,0.409336,1,RP
13,0.409826,1,BS
17,0.409826,1,BS
36,0.409826,1,JP
27,0.409826,1,JP
32,0.409826,1,JP
8,0.416345,0,BF
12,0.416345,0,BS
24,0.416345,1,JP
16,0.416345,1,JP
13,0.416345,1,JP
12,0.416345,0,JP
17,0.416345,0,JP
14,0.416345,1,JP
17,0.416345,1,JP
17,0.416345,0,JP
12,0.41769,1,BS
12,0.41769,1,BS
20,0.41769,1,JP
25,0.41769,1,JP
7,0.420598,0,BF
7,0.420598,0,BF
17,0.420598,0,BS
24,0.423524,1,BS
9,0.423881,0,BS
14,0.423881,0,JP
17,0.4239,1,BS
21,0.4239,1,BS
17,0.4239,1,BS
22,0.4239,0,BS
20.5,0.4239,0,PB
27,0.4239,0,PB
8,0.425459,0,BF
8,0.425459,0,BS
10,0.425669,1,BF
17,0.425669,1,BS
33,0.425669,1,JP
20,0.42588,1,BS
27,0.42588,1,JP
13,0.42588,1,JP
7,0.429114,0,BF
22,0.429114,0,PB
11.5,0.429305,1,BF
13.5,0.429305,1,BF
37.5,0.429305,1,JP
44,0.429305,1,JP
39,0.429305,1,JP
15.5,0.429305,0,PB
13,0.431386,0,BS
12,0.431386,1,BS
10,0.431386,0,C
17,0.431386,0,C
8,0.431386,0,C
10,0.431386,0,C
9,0.431386,0,C
8,0.431386,0,C
7,0.431386,0,PB
9,0.431416,1,BS
9,0.431416,0,BS
16,0.431416,1,BS
5,0.431416,0,C
7,0.431416,0,C
11,0.431416,0,C
12,0.431416,0,C
13,0.431416,0,C
9,0.431416,0,C
8,0.431416,0,C
15,0.434976,1,BF
14,0.435212,1,BA
10,0.435212,0,BF
7,0.435212,0,BF
8,0.435212,0,BF
20,0.435212,1,BS
8,0.435212,0,PB
13,0.435212,0,PB
6,0.435212,0,RM
12,0.437452,1,BS
10,0.437452,1,BS
15,0.437452,1,BS
10,0.437452,0,BS
7,0.437452,0,BS
6,0.437452,0,BS
18,0.437452,1,BS
32,0.437452,1,JP
16,0.438073,1,BS
17,0.438073,1,BS
6,0.438073,0,PB
6,0.438073,0,PB
14,0.438073,1,PB
20,0.438073,1,PB
14,0.438073,0,PB
22,0.438073,1,PB
12,0.438073,1,PB
5,0.439344,0,PB
26,0.441333,1,A
14,0.441635,0,BF
13,0.441635,1,BS
20,0.441635,1,BS
15,0.441635,1,BS
6,0.441635,0,BS
22,0.441635,0,C
23,0.441635,1,JP
32,0.441635,0,JP
15,0.441635,1,JP
27,0.441635,1,JP
8,0.441635,0,PB
9,0.441635,1,PB
8,0.443507,0,BS
8,0.443507,1,BS
11,0.443507,1,BS
11,0.443507,0,C
9,0.443507,0,C
9,0.443507,0,C
8,0.443507,0,C
17,0.443507,1,C
10,0.443507,0,C
12,0.443507,0,C
11,0.443507,0,PB
26,0.44398,1,A
24,0.44398,1,A
19,0.44398,1,A
8,0.44398,0,BF
11,0.44398,1,BS
14,0.444747,1,BS
12,0.444747,1,BS
16,0.444747,0,PB
10,0.444747,0,PB
7,0.445453,0,BS
11,0.445453,0,C
29,0.445453,0,C
20,0.445453,0,C
11,0.445453,0,C
16,0.445453,0,C
12,0.445453,0,C
16,0.445993,0,BS
16,0.445993,1,JP
29,0.445993,0,PB
11,0.448048,0,BF
16,0.448048,1,BF
7,0.448048,0,BF
8,0.448048,0,PB
14,0.449021,1,A
16,0.449021,1,A
16,0.449021,1,A
10,0.449627,0,BF
15,0.449627,1,BS
22,0.449627,0,BS
22,0.449627,0,RM
13,0.449627,0,RM
8,0.450835,1,BF
5,0.450835,0,BF
7,0.450835,1,BF
9,0.450835,0,BF
17,0.450835,1,BS
17,0.450835,1,JP
17,0.453102,1,A
21,0.453102,1,JP
25,0.453102,1,JP
13,0.453102,1,JP
20,0.453102,1,JP
15,0.453102,1,JP
21,0.453102,1,JP
18,0.453102,1,JP
10,0.453102,0,PB
7,0.455902,1,BF
10,0.455902,0,PB
10,0.45746,0,BS
11,0.45746,0,BS
11,0.45746,0,BS
8,0.45746,1,BS
29,0.45746,0,JP
24,0.45746,0,JP
23,0.45746,1,JP
15,0.457488,1,A
21,0.457488,1,A
13,0.457488,1,A
15,0.457488,1,A
19,0.457488,1,A
20,0.457488,1,A
27,0.457488,1,A
17,0.459406,1,BF
17,0.459406,0,BS
15,0.459406,1,BS
30,0.459406,1,BS
9,0.459406,0,BS
16,0.461366,0,BS
15,0.461366,1,BS
14,0.461366,0,BS
14,0.461366,1,BS
17,0.461366,1,BS
18,0.461366,1,JP
35,0.461366,1,JP
27,0.461366,0,JP
10,0.461674,0,BS
6,0.461674,1,C
30,0.461674,1,JP
18,0.461674,1,JP
27,0.461674,1,JP
13,0.461674,1,JP
26,0.461674,1,JP
8,0.465298,1,BS
6,0.465298,0,BS
20,0.465298,1,PB
25,0.465298,1,PB
17,0.466155,1,BF
5,0.466155,1,BF
5,0.466155,0,BF
6,0.466155,0,BF
7,0.466155,0,BS
14,0.466155,0,PB
10,0.467157,1,BS
11,0.467157,1,BS
20,0.467157,1,BS
16,0.467157,1,BS
28,0.467157,1,JP
6,0.467157,1,PB
6,0.467157,0,PB
9,0.467301,1,BF
13,0.467301,1,BF
10,0.467301,1,BF
23,0.467301,0,C
12,0.467301,0,C
5,0.469594,0,BF
20,0.469594,1,BF
26,0.469594,0,PB
17,0.46983,1,BS
12,0.46983,0,C
5,0.46983,0,C
43,0.46983,1,RP
34,0.46983,1,RP
13,0.469871,1,BF
10,0.469871,0,BS
20,0.469871,0,BS
11,0.469871,1,BS
11,0.469871,0,C
18,0.469871,0,C
12,0.469871,0,JP
22,0.469871,0,JP
18,0.469871,0,JP
12,0.469871,0,JP
23,0.469871,0,JP
20,0.469871,0,JP
9,0.469987,1,BF
12,0.469987,1,BS
12,0.469987,1,BS
10,0.469987,1,BS
18,0.469987,1,BS
11,0.469987,0,PB
46,0.470667,1,A
40,0.470667,1,A
14,0.470667,0,BS
20,0.470667,0,BS
16,0.470667,1,BS
22,0.475169,1,BF
8,0.475346,0,PB
7,0.475346,0,PB
8,0.475346,0,PB
7,0.475346,0,PB
8,0.475346,0,PB
9,0.475346,0,PB
7,0.475346,0,PB
5,0.475346,0,PB
7,0.475346,0,PB
9,0.475346,0,PB
5,0.475346,0,PB
11,0.475346,0,PB
8,0.476106,0,BF
9,0.476106,0,BF
7,0.476106,1,BF
15,0.476106,0,BS
29,0.476106,1,JP
8,0.476106,0,PB
10,0.476106,0,PB
9,0.476106,0,PB
25,0.476351,1,BS
13,0.476351,1,C
26,0.476351,1,JP
30,0.476351,1,JP
16,0.476351,1,JP
30,0.477266,1,BS
23,0.477266,1,BS
35,0.477266,1,BS
16,0.477266,1,BS
17,0.477266,1,JP
5,0.478474,0,BF
10,0.478474,0,BF
30,0.479198,1,JP
10,0.480554,1,BF
20,0.480554,1,BS
16,0.480554,1,BS
20,0.480554,1,BS
10,0.481444,0,BF
6,0.481444,0,BF
8,0.481444,0,BF
8,0.481444,0,BF
29,0.481444,1,BS
13,0.481444,0,BS
23,0.481444,0,BS
8,0.481444,0,BS
8,0.481444,0,BS
8,0.481444,0,BS
6,0.481444,0,BS
5,0.481444,0,BS
6,0.481444,0,PB
5,0.481444,0,PB
14,0.481949,1,BS
30,0.481949,1,JP
31,0.481949,1,JP
30,0.482804,0,PB
58,0.482804,1,RP
35,0.483439,1,RP
17,0.483664,1,BS
18,0.483664,1,BS
19,0.483664,1,BS
9,0.483664,0,PB
7,0.483664,0,RM
17,0.485657,1,BS
27,0.485657,0,C
14,0.485725,1,BS
19,0.485725,0,BS
9,0.485725,1,BS
10,0.485725,0,BS
12,0.485725,0,BS
33,0.485725,1,JP
16,0.485725,0,PB
9,0.487986,1,C
7,0.487986,0,C
10,0.487986,0,PB
12,0.487986,0,PB
13,0.487986,0,PB
6,0.487986,0,PB
11,0.488089,1,BF
11,0.488089,1,BS
10,0.488089,1,BS
34,0.488089,1,RP
41,0.488623,1,A
39,0.488623,1,A
18,0.488623,1,BF
16,0.488623,0,PB
19.5,0.491077,1,BF
20,0.491077,1,BF
13.5,0.491077,1,BF
14,0.491077,1,BF
16,0.491077,0,BF
19.5,0.491077,1,JP
27,0.491077,1,JP
24,0.491077,1,JP
29,0.491077,1,JP
29,0.491077,1,JP
35,0.491077,1,JP
20.5,0.491077,1,JP
85,0.49147,0,RP
13,0.491829,1,BS
12,0.491829,1,BS
9,0.491829,0,BS
15,0.491829,1,BS
17,0.491829,1,BS
16,0.491829,0,BS
12,0.491829,1,BS
13,0.492516,1,BS
13,0.492516,1,BS
17,0.492516,1,JP
15,0.492516,1,JP
17,0.492516,1,JP
23,0.492516,1,JP
18,0.492516,1,JP
15,0.492516,1,JP
9,0.492516,1,JP
36,0.494013,1,RP
8,0.4944,0,BS
8,0.4944,1,BS
7,0.4944,0,BS
22,0.49469,0,C
20,0.49469,0,C
38,0.495455,1,JP
10,0.495455,1,JP
30,0.495455,1,JP
7,0.495455,0,PB
11.5,0.497046,1,BS
11.5,0.497046,0,BS
9,0.500578,0,BF
9,0.500578,0,JP
8,0.500887,1,BF
6,0.500887,0,BF
